보관소(대여소)명,상세주소,위도,경도
 중계역 3번출구,서울특별시 노원구 동일로 지하 1308-1 중계역 3번출구,37.64352798,127.0652237
 노원경찰서교차로,서울특별시 노원구 노원로 283 노원경찰서교차로,37.64340973,127.0718384
 인덕대학교,서울특별시 노원구 초안산로 12 인덕대학교,37.62934875,127.0548248
 상계동수락리버시티,서울특별시 노원구 누원로 18 상계동수락리버시티,37.68859863,127.0534058
 서울북부고용센터앞,서울특별시 노원구 노해로 450 서울북부고용센터앞,37.65354919,127.0580826
 월계문화체육센터,서울특별시 노원구 월계로 280 월계문화체육센터,37.62694168,127.05513
 육군사관학교 앞,서울특별시 노원구 화랑로 570 육군사관학교 앞,37.62316513,127.0904999
 성서대학교 밀알관,서울특별시 노원구 동일로214길 32 성서대학교 밀알관,37.6484375,127.0644455
 삼육대 도서관,서울특별시 노원구 화랑로 815 삼육대 도서관,37.6428299,127.1066666
 삼육대 제3과학관,서울특별시 노원구 화랑로 653 삼육대 후문 삼거리,37.64265442,127.1083832
 현대6차 아파트,서울특별시 노원구 중계로8길 20 현대6차 아파트,37.64580154,127.0822601
 중계종합사회복지관 교차로,서울특별시 노원구 덕릉로 662 중계3단지주공영구임대아파트,37.65745544,127.0755463
 노원문화예술회관,서울특별시 노원구 중계로 181 노원문화예술회관,37.65045929,127.0808868
 태릉입구역 5번출구,서울특별시 노원구 동일로 986 태릉입구역 5번출구와 6번출구 사이,37.61832047,127.0756302
 불암고등학교 앞 횡단보도,서울특별시 노원구 중계로 155 불암고등학교 앞 횡단보도,37.64818954,127.0804825
 상계주공10단지 종합상가 앞,서울특별시 노원구 동일로227길 85 온수골사거리(스타벅스앞),37.66114044,127.0580521
 마들역 7번출구,서울특별시 노원구 동일로 지하 1530-1 마들역 7번출구,37.66566086,127.0572968
 마들역 3번출구,서울특별시 노원구 동일로 지하 1530-1 마들역 3번출구,37.66524887,127.0578919
 도봉운전면허시험장 버스정류장 옆,서울특별시 노원구 동일로 1449 도봉운전면허시험장,37.6577301,127.0593109
 노원정보도서관,서울특별시 노원구 노원로34길 43 노원정보도서관,37.66070938,127.0653305
 온곡초교 교차로,서울특별시 노원구 한글비석로 471 온곡초교 교차로,37.66418839,127.0660095
 원자력 병원,서울특별시 노원구 노원로 75 원자력병원 국가방사선 비상진료센터,37.62818909,127.0821075
수락리버시티4단지,서울특별시 노원구 누원로 18 수락리버시티4단지,37.68645096,127.0528336
상계주공2단지 219동,서울특별시 노원구 동일로215길 81 새상계교회,37.65024948,127.0571518
공릉동풍림아파트 101동,서울특별시 노원구 섬밭로 139 공릉풍림아파트,37.62981415,127.0665054
공릉풍림아파트 108동,서울특별시 노원구 섬밭로 139 공릉풍림아파트,37.62862015,127.0669098
월계초안아파트 1단지,서울특별시 노원구 덕릉로60타길 24,37.63372803,127.0443649
중계3차청구아파트,서울특별시 노원구 중계로 233 청구3차아파트,37.65050507,127.0739822
 월계중학교,서울특별시 노원구 초안산로 29 신계초등학교,37.63074875,127.0531082
 광운대학교 중앙도서관,서울특별시 노원구 광운로 20 광운대학교,37.62000275,127.0585632
 석계역 3번 출구,서울특별시 노원구 화랑로 351-2 구두수선대196,37.61545944,127.0674515
도깨비시장,서울특별시 노원구 동일로 1028 한의학명가,37.62186432,127.0740509
상계역중앙시장,서울특별시 노원구 한글비석로 389-2 가로판매대,37.6588707,127.0719147
대진고등학교,서울특별시 노원구 한글비석로 97,37.63815689,127.0732651
상계8동 주민센터,서울특별시 노원구 동일로227길 85 상계주공11단지아파트,37.66712952,127.0517654
서울과학기술대학교(미래관),서울특별시 노원구 노원로 75 한국원자력의학원,37.62950897,127.0810394
서울과학기술대학교(어학교육원),서울특별시 노원구 공릉로58길 130 서울과학기술대학교 생활관,37.63489914,127.0776749
신창중학교 후문 맞은편 버스정류장,서울특별시 노원구 월계동 855-26,37.62807083,127.0469208
등나무 근린공원(시립북서울미술관 앞),서울특별시 노원구 동일로 1231-2 가로판매대173,37.64020538,127.0676193
상계중학교(당현2교사거리),서울특별시 노원구 상계동 225-5,37.65103531,127.0687103
중계역 2번출구,노원구 중계동 514-6,37.64587021,127.0656204
 상계주공 14단지 상가 앞,서울특별시 노원구 (도로명) 서울 노원구 동일로 228길 23,37.66963577,127.0597076
 당고개입구오거리 당현천변,서울특별시 노원구 서울 노원구 중계동 140-46,37.66260529,127.0755768
 중계2차 한화꿈에그린 101동 인근,서울특별시 노원구 서울 노원구 덕릉로83길 5,37.65955734,127.0752564
 노원 을지대학교 병원,서울특별시 노원구 서울 노원구 한글비석로 68,37.63666916,127.0696945
 하계 어린이 공원,노원구 하계2동 273-3,37.63341522,127.0691605
 월계프라자,서울특별시 노원구 초안산로5길 22 대우아파트,37.63284302,127.0521317
 월계 센트럴 아이파크,서울특별시 노원구 서울 노원구 초안산로2라길 26,37.62917328,127.0569305
 중계 롯데마트,서울특별시 노원구 서울 노원구 노원로 330,37.64584351,127.070755
 당고개역 3번 출구,서울특별시 노원구 서울 노원구 상계로 305,37.67030334,127.0788422
 노원 마들스타디움,서울특별시 노원구 서울 노원구 덕릉로 450,37.64530945,127.0574417
 월계 청백1단지 아파트 정류장,서울특별시 노원구 초안산로 89 월계청백1단지아파트,37.63459396,127.052063
 상계주공15단지 버스정류소,서울특별시 노원구 서울 노원구 상계동 650,37.66782761,127.056839
 상계주공10단지 버스정류소,서울특별시 노원구 서울 노원구 상계동 694-1,37.66214371,127.058197
 중계동 성모빌딩 앞,서울특별시 노원구 한글비석로 263 성모빌딩,37.65116119,127.0765915
 중계본동 입구,서울특별시 노원구 서울 노원구 중계로 90,37.64426041,127.083313
 월계역 1번 출구,서울특별시 노원구 월계동 263-6,37.63441086,127.0588684
 꿈의숲 SK뷰 아파트,서울특별시 노원구 서울시 노원구 월계로 42길97,37.62045288,127.054451
 한천교 동편,서울특별시 노원구 서울 노원구 공릉동 547-1,37.62533569,127.0701904
 상계주공1단지아파트,서울특별시 노원구 덕릉로459-21,37.64795303,127.0579376
 한내 행복발전소 옆,서울특별시 노원구 서울 노원구 마들로3길 15 (월계동),37.62741089,127.0621414
 한일유앤아이아파트 105동 인근,서울특별시 노원구 노원구 상계동 197-38,37.65351868,127.0713043
 청소년수련관 후문,서울특별시 노원구 노원구 중계동 504-2,37.6396637,127.0604172
 청암예술학교 앞,서울특별시 노원구 덕릉로76길 18 원광초등학교,37.65153503,127.0732727
불암주유소 앞,서울특별시 노원구 서울 노원구 한글비석로 268,37.65149689,127.0770416
 녹천역 4번 출구 옆,서울특별시 노원구 서울 노원구 월계동 700-6,37.64292908,127.0519486
 휴플러스 수락한신아파트 101동 앞,서울특별시 노원구 상계동 996-2,37.674366,127.0594711
 하계역 6번출구,서울특별시 노원구 노원구 하계동 273-5,37.63793945,127.0671539
 물넘이교,서울특별시 노원구 노원구 중계동 588-5,37.65408325,127.0719528
 서울시 북부여성발전센터,서울특별시 노원구 동일로207길 50,37.64304352,127.0621338
 공릉로 26길,서울특별시 노원구 공릉동 656-6,37.61965561,127.0814667
 공릉역3번출구,서울특별시 노원구 공릉동 405-6,37.62500381,127.0730133
 상계문화정보도서관,서울특별시 노원구 노원구 동일로243길 57,37.67851257,127.0517426
 상계주공13단지 1301동,서울특별시 노원구 한글비석로54길 92 상계주공13단지아파트,37.66674042,127.0638886
 공릉산 백세문 입구,서울특별시 노원구 노원로 62 공릉해링턴플레이스,37.62812042,127.0854874
 은하수 공원,서울특별시 노원구 노원구 우이천로 102,37.63000488,127.0440979
 상계주공1단지 버스정류장 옆(대원빌딩 앞),서울특별시 노원구 동일로 1331-2 구두수선대,37.64805984,127.0623932
 대륜E&S 서울지사 앞,서울특별시 노원구 덕릉로70길 64,37.64255524,127.0603867
 동신아파트 후문 옆,서울특별시 노원구 공릉로 213 동신아파트,37.62786102,127.0763779
 월계 롯데캐슬아파트 뒤,서울특별시 노원구 월계동 865-5,37.62514877,127.0499344
 목련아파트,서울특별시 노원구 노원로 333 목련아파트상가,37.64862823,127.0691834
 상계신동아아파트,서울특별시 노원구 한글비석로46나길 10 금호아파트,37.66767883,127.0682526
 주공601동 상가 노원지하보도 앞,서울특별시 노원구 동일로 1386-2 가로판매대,37.65229416,127.061348
 월계1동주민센터 앞,서울특별시 노원구 석계로 59 월계1동주민센터,37.61985016,127.0631027
 중계주공2단지 앞,서울특별시 노원구 한글비석로 332 주공2단지아파트,37.65694046,127.0780487
 당고개역 앞,서울특별시 노원구 상계로 309,37.67073822,127.0796204
공릉동 신도1차 아파트 뒤,서울특별시 노원구 동일로191가길 59 공릉동 신도1차아파트,37.62780762,127.0696182
 극동의 푸른별 아파트 뒤(중계4동주민센터 앞),서울특별시 노원구 한글비석로14길 36 극동의푸른별 2차아파트,37.65868759,127.0775909
연해피빌 앞,노원구 공릉로62가길 14,37.63645935,127.0727692
한국스포츠정책과학원 앞,노원구 화랑로 727,37.63573456,127.1058502
불암아파트 앞,노원구 상계동 107-1798,37.66751862,127.0791626
노원성당 앞,노원구 한글비석로 585,37.66450882,127.0527039
하계역 4번출구 앞,노원구 섬밭로196,37.63534546,127.0675278
구립수락노인복지관,노원구 수락산로 214,37.6712532,127.0547485
상계주공7단지 아파트 앞,노원구 동일로 1456,37.65983963,127.0593567
대진고교앞 교차로,노원구 노원로 236,37.6391716,127.0747299
태릉선수촌 앞,노원구 화랑로 681,37.63434219,127.1042786
롯데캐슬시그니처 아파트 앞,노원구 상계동 84-9,37.66475296,127.076004
상계주공15단지 1509동 앞,노원구 동일로227길 26,37.66940308,127.0563202
 은평예술회관,서울특별시 은평구 녹번동 85-4 은평예술회관,37.60394287,126.9276962
 진관동 은빛초등학교,서울특별시 은평구 진관동 45-21 진관동 은빛초등학교,37.64310837,126.9182205
 은평뉴타운 아이파크,서울특별시 은평구 진관동 13-20 은평뉴타운 아이파크,37.64586639,126.9273911
 은평뉴타운 푸르지오,서울특별시 은평구 진관동 5-8 은평뉴타운 푸르지오,37.64867401,126.9307022
 구파발역 2번출구,서울특별시 은평구 진관동 86-31 구파발역 2번출구,37.63623428,126.9189987
 연신내역 5번출구,서울특별시 은평구 대조동 207-8 연신내역 5번출구,37.61721039,126.9195786
 CJ 드림시티,서울특별시 은평구 역촌동 43-11 CJ 드림시티,37.59949112,126.9168625
 구산역 4번출구,서울특별시 은평구 갈현동 536-8 구산역 4번출구,37.61318588,126.9173508
 백련산 힐스테이트 3차,서울특별시 은평구 응암동 761-9 백련산 힐스테이트 3차,37.58699417,126.9228821
 은평평화공원(역촌역4번출구),서울특별시 은평구 녹번동 153-31 은평평화공원(역촌역4번출구),37.60558319,126.9229355
 응암오거리,서울특별시 은평구 응암동 604-5 응암오거리,37.58966064,126.9169464
 이마트 버스정류장(서부경찰서 방면),서울특별시 은평구 응암동 90-15 이마트 은평점,37.60070038,126.9201279
 새절역 2번출구,서울특별시 은평구 응암동 610-3 새절역 2번출구,37.59079742,126.9136505
 증산역 4번출구,서울특별시 은평구 증산동 199-8 증산역 4번출구,37.5843811,126.9098969
 평생학습관 앞,서울특별시 은평구 역촌동 15-40 평생학습관 앞,37.60784912,126.9213257
 녹번역 3번출구,서울특별시 은평구 은평로 234-2 구두수선대,37.60078049,126.9352112
 서울혁신파크,서울특별시 은평구 녹번동 15-2 서울혁신파크,37.60702515,126.9333115
 신도고등학교,서울특별시 은평구 진관동 242-14 신도고등학교,37.63001633,126.9190292
 연신내역 4번출구,서울특별시 은평구 대조동 227-2 연신내역 4번출구,37.61780167,126.9219666
 국민은행 연서지점,서울특별시 은평구 불광동 355 국민은행 연서지점,37.62094879,126.9256363
 불광역 2번출구,서울특별시 은평구 불광동 285-43 불광역 2번출구,37.60956573,126.9309769
 연신내역 3번출구 인근,서울특별시 은평구 불광동 304-5 연신내역 3번출구 인근,37.61785507,126.9225235
 은평역사한옥박물관,서울특별시 은평구 진관동 133-29 은평역사한옥박물관,37.64131546,126.9380417
 구 서부경찰서 건너편,서울특별시 은평구 역촌동 41-7 구 서부경찰서 건너편,37.60166168,126.9203033
 역촌파출소,서울특별시 은평구 역촌동 45-34 역촌파출소,37.60473633,126.9153366
 예일여중,서울특별시 은평구 연서로 117 예일여중,37.61000443,126.9163971
 역촌종합시장 버스정류장(예일여고 방면),서울특별시 은평구 서오릉로 163 LG서비스 역촌점,37.61248398,126.9148789
 신사동 성당,서울특별시 은평구 신사동 41-3 신사동 성당,37.59714127,126.9095993
 상림마을 롯데캐슬2단지 옆,서울특별시 은평구 진관동 30-23 상림마을 롯데캐슬2단지 옆,37.64585114,126.9237976
